Subject	Predicate	Object	Belief	Source size	Sources	Total source size	Mean belief of conflicting tuples	Belief difference	Conflicting tuple info
acrB	confers resistance to antibiotic	Erythromycin	0.5756403172	3	Nichols,Liu,Girgis	4	0.0867810258	0.4888592915	[(('acrB', 'confers no resistance to antibiotic', 'Erythromycin'), ['Soo'], 0.08678102576311139)]
acrB	confers resistance to antibiotic	Fusidic acid	0.5756403172	3	Nichols,Liu,Girgis	4	0.0867810258	0.4888592915	[(('acrB', 'confers no resistance to antibiotic', 'Fusidic acid'), ['Soo'], 0.08678102576311139)]
acrB	confers no resistance to antibiotic	Metronidazole	0.2870794577	1	Tamae	2	0.2562972460	0.0307822117	[(('acrB', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2562972459573383)]
acrB	confers no resistance to antibiotic	Nalidixic acid	0.2742368856	2	Girgis,Soo	3	0.1318872115	0.1423496741	[(('acrB', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Nichols'], 0.13188721148439436)]
acrB	confers resistance to antibiotic	Piperacillin	0.1874558598	1	Girgis	2	0.0867810258	0.1006748340	[(('acrB', 'confers no resistance to antibiotic', 'Piperacillin'), ['Soo'], 0.08678102576311139)]
acrB	confers resistance to antibiotic	Puromycin	0.1318872115	1	Nichols	2	0.0867810258	0.0451061857	[(('acrB', 'confers no resistance to antibiotic', 'Puromycin'), ['Soo'], 0.08678102576311139)]
acrB	confers resistance to antibiotic	Rifampin	0.5574906319	3	Tamae,Liu,CARD	6	0.3559484623	0.2015421696	[(('acrB', 'confers no resistance to antibiotic', 'Rifampin'), ['Nichols', 'Soo', 'Shaw'], 0.35594846234185545)]
acrB	confers no resistance to antibiotic	Spectinomycin	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('acrB', 'confers resistance to antibiotic', 'Spectinomycin'), ['Nichols'], 0.13188721148439436)]
acrB	confers resistance to antibiotic	Spiramycin	0.1318872115	1	Nichols	2	0.0867810258	0.0451061857	[(('acrB', 'confers no resistance to antibiotic', 'Spiramycin'), ['Soo'], 0.08678102576311139)]
acrB	confers resistance to antibiotic	Tetracycline	0.4437531058	2	Liu,Girgis	3	0.1318872115	0.3118658943	[(('acrB', 'confers no resistance to antibiotic', 'Tetracycline'), ['Nichols'], 0.13188721148439436)]
acrB	confers resistance to antibiotic	Trimethoprim	0.3193430713	2	Nichols,Girgis	3	0.0867810258	0.2325620455	[(('acrB', 'confers no resistance to antibiotic', 'Trimethoprim'), ['Soo'], 0.08678102576311139)]
acrD	confers no resistance to antibiotic	Tobramycin	0.4061240970	3	Nichols,Girgis,Soo	4	0.0141139283	0.3920101688	[(('acrD', 'confers resistance to antibiotic', 'Tobramycin'), ['CARD'], 0.014113928291972805)]
acrE	confers resistance to antibiotic	Aztreonam	0.2562972460	1	Liu	3	0.2186682372	0.0376290087	[(('acrE', 'confers no resistance to antibiotic', 'Aztreonam'), ['Nichols', 'Soo'], 0.21866823724750575)]
acrE	confers no resistance to antibiotic	Ciprofloxacin	0.5057476949	3	Nichols,Tamae,Soo	4	0.0141139283	0.4916337666	[(('acrE', 'confers resistance to antibiotic', 'Ciprofloxacin'), ['CARD'], 0.014113928291972805)]
acrE	confers resistance to antibiotic	Enoxacin	0.2562972460	1	Liu	2	0.0867810258	0.1695162202	[(('acrE', 'confers no resistance to antibiotic', 'Enoxacin'), ['Soo'], 0.08678102576311139)]
acrE	confers no resistance to antibiotic	Tobramycin	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('acrE', 'confers resistance to antibiotic', 'Tobramycin'), ['Liu'], 0.2562972459573383)]
acrF	confers no resistance to antibiotic	Ampicillin	0.8627197749	4	Nichols,Tamae,Liu,Girgis	5	0.1372802251	0.7254395498	[(('acrF', 'confers resistance to antibiotic', 'Ampicillin'), ['Shaw'], 0.1372802250943497)]
acrF	confers no resistance to antibiotic	Ciprofloxacin	0.7620449409	4	Nichols,Tamae,Liu,Soo	5	0.0141139283	0.7479310126	[(('acrF', 'confers resistance to antibiotic', 'Ciprofloxacin'), ['CARD'], 0.014113928291972805)]
acrR	confers no resistance to antibiotic	Triclosan	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('acrR', 'confers resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13188721148439436)]
acrZ	confers resistance to antibiotic	Ampicillin	0.5433767036	2	Tamae,Liu	5	0.4566232964	0.0867534072	[(('acrZ', 'confers no resistance to antibiotic', 'Ampicillin'), ['Nichols', 'Girgis', 'Shaw'], 0.4566232963762894)]
acrZ	confers no resistance to antibiotic	Cefoxitin	0.3193430713	2	Nichols,Girgis	3	0.2562972460	0.0630458253	[(('acrZ', 'confers resistance to antibiotic', 'Cefoxitin'), ['Liu'], 0.2562972459573383)]
acrZ	confers no resistance to antibiotic	Chloramphenicol	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('acrZ', 'confers resistance to antibiotic', 'Chloramphenicol'), ['Nichols'], 0.13188721148439436)]
acrZ	confers no resistance to antibiotic	Ciprofloxacin	0.5057476949	3	Nichols,Tamae,Soo	4	0.2562972460	0.2494504490	[(('acrZ', 'confers resistance to antibiotic', 'Ciprofloxacin'), ['Liu'], 0.2562972459573383)]
acrZ	confers resistance to antibiotic	Enoxacin	0.2562972460	1	Liu	2	0.0867810258	0.1695162202	[(('acrZ', 'confers no resistance to antibiotic', 'Enoxacin'), ['Soo'], 0.08678102576311139)]
acrZ	confers no resistance to antibiotic	Gentamicins	0.6064225289	3	Nichols,Tamae,Girgis	4	0.2562972460	0.3501252830	[(('acrZ', 'confers resistance to antibiotic', 'Gentamicins'), ['Liu'], 0.2562972459573383)]
acrZ	confers no resistance to antibiotic	Tobramycin	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('acrZ', 'confers resistance to antibiotic', 'Tobramycin'), ['Liu'], 0.2562972459573383)]
ade	confers no resistance to antibiotic	Erythromycin	0.2742368856	2	Girgis,Soo	3	0.2562972460	0.0179396396	[(('ade', 'confers resistance to antibiotic', 'Erythromycin'), ['Liu'], 0.2562972459573383)]
agaR	confers no resistance to antibiotic	Trimethoprim	0.2742368856	2	Girgis,Soo	3	0.1318872115	0.1423496741	[(('agaR', 'confers resistance to antibiotic', 'Trimethoprim'), ['Nichols'], 0.13188721148439436)]
ais	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('ais', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
alaS	confers resistance to antibiotic	Aztreonam	0.2562972460	1	Liu	2	0.0867810258	0.1695162202	[(('alaS', 'confers no resistance to antibiotic', 'Aztreonam'), ['Soo'], 0.08678102576311139)]
alaS	confers no resistance to antibiotic	Ciprofloxacin	0.3738604834	2	Tamae,Soo	3	0.2562972460	0.1175632375	[(('alaS', 'confers resistance to antibiotic', 'Ciprofloxacin'), ['Liu'], 0.2562972459573383)]
alaS	confers resistance to antibiotic	Fusidic acid	0.2562972460	1	Liu	2	0.0867810258	0.1695162202	[(('alaS', 'confers no resistance to antibiotic', 'Fusidic acid'), ['Soo'], 0.08678102576311139)]
alaS	confers no resistance to antibiotic	Nitrofurantoin	0.2742368856	2	Girgis,Soo	3	0.2562972460	0.0179396396	[(('alaS', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2562972459573383)]
allC	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('allC', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
allE	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('allE', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
amiA	confers no resistance to antibiotic	Metronidazole	0.2870794577	1	Tamae	2	0.2562972460	0.0307822117	[(('amiA', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2562972459573383)]
amiA	confers no resistance to antibiotic	Nitrofurantoin	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('amiA', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2562972459573383)]
amiA	confers no resistance to antibiotic	Spectinomycin	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('amiA', 'confers resistance to antibiotic', 'Spectinomycin'), ['Nichols'], 0.13188721148439436)]
amiA	confers no resistance to antibiotic	Tetracycline	0.3193430713	2	Nichols,Girgis	3	0.2562972460	0.0630458253	[(('amiA', 'confers resistance to antibiotic', 'Tetracycline'), ['Liu'], 0.2562972459573383)]
ampC	confers no resistance to antibiotic	Ampicillin	0.6806569287	3	Tamae,Liu,Shaw	5	0.3193430713	0.3613138574	[(('ampC', 'confers resistance to antibiotic', 'Ampicillin'), ['Nichols', 'Girgis'], 0.3193430712819397)]
ampC	confers no resistance to antibiotic	Penicillin G	0.0867810258	1	Soo	2	0.0141139283	0.0726670975	[(('ampC', 'confers resistance to antibiotic', 'Penicillin G'), ['CARD'], 0.014113928291972805)]
ampE	confers no resistance to antibiotic	Nalidixic acid	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('ampE', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18745585979754537)]
ampG	confers no resistance to antibiotic	Ampicillin	0.8125441402	4	Nichols,Tamae,Liu,Shaw	5	0.1874558598	0.6250882804	[(('ampG', 'confers resistance to antibiotic', 'Ampicillin'), ['Girgis'], 0.18745585979754537)]
ampG	confers resistance to antibiotic	Cefoxitin	0.1874558598	1	Girgis	2	0.1318872115	0.0555686483	[(('ampG', 'confers no resistance to antibiotic', 'Cefoxitin'), ['Nichols'], 0.13188721148439436)]
ampG	confers resistance to antibiotic	Piperacillin	0.1874558598	1	Girgis	2	0.0867810258	0.1006748340	[(('ampG', 'confers no resistance to antibiotic', 'Piperacillin'), ['Soo'], 0.08678102576311139)]
anmK	confers no resistance to antibiotic	Ampicillin	0.8125441402	4	Nichols,Tamae,Liu,Shaw	5	0.1874558598	0.6250882804	[(('anmK', 'confers resistance to antibiotic', 'Ampicillin'), ['Girgis'], 0.18745585979754537)]
ansA	confers no resistance to antibiotic	Norfloxacin	0.1372802251	1	Shaw	2	0.1318872115	0.0053930136	[(('ansA', 'confers resistance to antibiotic', 'Norfloxacin'), ['Nichols'], 0.13188721148439436)]
apt	confers no resistance to antibiotic	Rifampin	0.7620449409	4	Nichols,Tamae,Liu,Soo	5	0.1372802251	0.6247647158	[(('apt', 'confers resistance to antibiotic', 'Rifampin'), ['Shaw'], 0.1372802250943497)]
araJ	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('araJ', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
arcB	confers no resistance to antibiotic	Chloramphenicol	0.3881844574	2	Nichols,Liu	3	0.0593133059	0.3288711516	[(('arcB', 'confers resistance to antibiotic', 'Chloramphenicol'), ['Zhou'], 0.05931330585776251)]
arcB	confers no resistance to antibiotic	Ciprofloxacin	0.6301577294	3	Tamae,Liu,Soo	4	0.1318872115	0.4982705179	[(('arcB', 'confers resistance to antibiotic', 'Ciprofloxacin'), ['Nichols'], 0.13188721148439436)]
arcB	confers no resistance to antibiotic	Puromycin	0.2186682372	2	Nichols,Soo	3	0.0593133059	0.1593549314	[(('arcB', 'confers resistance to antibiotic', 'Puromycin'), ['Zhou'], 0.05931330585776251)]
arcB	confers no resistance to antibiotic	Spiramycin	0.1460943316	2	Zhou,Soo	3	0.1318872115	0.0142071201	[(('arcB', 'confers resistance to antibiotic', 'Spiramycin'), ['Nichols'], 0.13188721148439436)]
arcB	confers no resistance to antibiotic	Tylosin	0.0867810258	1	Soo	2	0.0593133059	0.0274677199	[(('arcB', 'confers resistance to antibiotic', 'Tylosin'), ['Zhou'], 0.05931330585776251)]
arfA	confers no resistance to antibiotic	Chloramphenicol	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('arfA', 'confers resistance to antibiotic', 'Chloramphenicol'), ['Nichols'], 0.13188721148439436)]
arfA	confers no resistance to antibiotic	Tetracycline	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('arfA', 'confers resistance to antibiotic', 'Tetracycline'), ['Nichols'], 0.13188721148439436)]
argO	confers resistance to antibiotic	Chloramphenicol	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('argO', 'confers no resistance to antibiotic', 'Chloramphenicol'), ['Nichols'], 0.13188721148439436)]
argO	confers no resistance to antibiotic	Erythromycin	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('argO', 'confers resistance to antibiotic', 'Erythromycin'), ['Liu'], 0.2562972459573383)]
argO	confers no resistance to antibiotic	Nalidixic acid	0.2742368856	2	Girgis,Soo	3	0.1318872115	0.1423496741	[(('argO', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Nichols'], 0.13188721148439436)]
argO	confers no resistance to antibiotic	Rifampin	0.6430279200	4	Nichols,Tamae,Soo,Shaw	5	0.2562972460	0.3867306741	[(('argO', 'confers resistance to antibiotic', 'Rifampin'), ['Liu'], 0.2562972459573383)]
argO	confers no resistance to antibiotic	Streptomycin	0.2562972460	1	Liu	2	0.1874558598	0.0688413862	[(('argO', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18745585979754537)]
arnF	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('arnF', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
aroA	confers no resistance to antibiotic	Ampicillin	0.8681127885	4	Tamae,Liu,Girgis,Shaw	5	0.1318872115	0.7362255770	[(('aroA', 'confers resistance to antibiotic', 'Ampicillin'), ['Nichols'], 0.13188721148439436)]
aroC	confers no resistance to antibiotic	Ampicillin	0.8681127885	4	Tamae,Liu,Girgis,Shaw	5	0.1318872115	0.7362255770	[(('aroC', 'confers resistance to antibiotic', 'Ampicillin'), ['Nichols'], 0.13188721148439436)]
aroG	confers no resistance to antibiotic	Triclosan	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('aroG', 'confers resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13188721148439436)]
aroK	confers no resistance to antibiotic	Sulfamonomethoxine	0.2742368856	2	Girgis,Soo	3	0.1318872115	0.1423496741	[(('aroK', 'confers resistance to antibiotic', 'Sulfamonomethoxine'), ['Nichols'], 0.13188721148439436)]
artQ	confers no resistance to antibiotic	Erythromycin	0.5305341315	3	Liu,Girgis,Soo	4	0.1318872115	0.3986469200	[(('artQ', 'confers resistance to antibiotic', 'Erythromycin'), ['Nichols'], 0.13188721148439436)]
asmA	confers no resistance to antibiotic	Bleomycin	0.1874558598	1	Girgis	2	0.1318872115	0.0555686483	[(('asmA', 'confers resistance to antibiotic', 'Bleomycin'), ['Nichols'], 0.13188721148439436)]
asmA	confers no resistance to antibiotic	Erythromycin	0.5305341315	3	Liu,Girgis,Soo	4	0.1318872115	0.3986469200	[(('asmA', 'confers resistance to antibiotic', 'Erythromycin'), ['Nichols'], 0.13188721148439436)]
asmA	confers no resistance to antibiotic	Fusidic acid	0.5305341315	3	Liu,Girgis,Soo	4	0.1318872115	0.3986469200	[(('asmA', 'confers resistance to antibiotic', 'Fusidic acid'), ['Nichols'], 0.13188721148439436)]
asmA	confers resistance to antibiotic	Puromycin	0.1318872115	1	Nichols	2	0.0867810258	0.0451061857	[(('asmA', 'confers no resistance to antibiotic', 'Puromycin'), ['Soo'], 0.08678102576311139)]
asmA	confers resistance to antibiotic	Spiramycin	0.1318872115	1	Nichols	2	0.0867810258	0.0451061857	[(('asmA', 'confers no resistance to antibiotic', 'Spiramycin'), ['Soo'], 0.08678102576311139)]
asmA	confers no resistance to antibiotic	Triclosan	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('asmA', 'confers resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13188721148439436)]
asmA	confers no resistance to antibiotic	Vancomycin	0.5433767036	2	Tamae,Liu	3	0.1318872115	0.4114894921	[(('asmA', 'confers resistance to antibiotic', 'Vancomycin'), ['Nichols'], 0.13188721148439436)]
aspA	confers resistance to antibiotic	Amikacin	0.1874558598	1	Girgis	2	0.1318872115	0.0555686483	[(('aspA', 'confers no resistance to antibiotic', 'Amikacin'), ['Nichols'], 0.13188721148439436)]
aspA	confers resistance to antibiotic	Aztreonam	0.1318872115	1	Nichols	2	0.0867810258	0.0451061857	[(('aspA', 'confers no resistance to antibiotic', 'Aztreonam'), ['Soo'], 0.08678102576311139)]
aspA	confers resistance to antibiotic	Spiramycin	0.1318872115	1	Nichols	2	0.0867810258	0.0451061857	[(('aspA', 'confers no resistance to antibiotic', 'Spiramycin'), ['Soo'], 0.08678102576311139)]
aspA	confers no resistance to antibiotic	Streptomycin	0.2562972460	1	Liu	2	0.1874558598	0.0688413862	[(('aspA', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18745585979754537)]
atoC	confers no resistance to antibiotic	Dihydrostreptomycin	0.0867810258	1	Soo	2	0.0593133059	0.0274677199	[(('atoC', 'confers resistance to antibiotic', 'Dihydrostreptomycin'), ['Zhou'], 0.05931330585776251)]
atoC	confers no resistance to antibiotic	Polymyxin B	0.1318872115	1	Nichols	2	0.0593133059	0.0725739056	[(('atoC', 'confers resistance to antibiotic', 'Polymyxin B'), ['Zhou'], 0.05931330585776251)]
atoE	confers no resistance to antibiotic	Streptomycin	0.2562972460	1	Liu	2	0.1874558598	0.0688413862	[(('atoE', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18745585979754537)]
atoS	confers no resistance to antibiotic	Dihydrostreptomycin	0.0867810258	1	Soo	2	0.0593133059	0.0274677199	[(('atoS', 'confers resistance to antibiotic', 'Dihydrostreptomycin'), ['Zhou'], 0.05931330585776251)]
atoS	confers no resistance to antibiotic	Polymyxin B	0.1318872115	1	Nichols	2	0.0593133059	0.0725739056	[(('atoS', 'confers resistance to antibiotic', 'Polymyxin B'), ['Zhou'], 0.05931330585776251)]
atpA	confers no resistance to antibiotic	Ampicillin	0.7129205423	4	Nichols,Liu,Girgis,Shaw	5	0.2870794577	0.4258410847	[(('atpA', 'confers resistance to antibiotic', 'Ampicillin'), ['Tamae'], 0.2870794576663721)]
atpD	confers no resistance to antibiotic	Cefoxitin	0.1874558598	1	Girgis	2	0.1318872115	0.0555686483	[(('atpD', 'confers resistance to antibiotic', 'Cefoxitin'), ['Nichols'], 0.13188721148439436)]
atpG	confers no resistance to antibiotic	Ampicillin	0.7437027540	4	Nichols,Tamae,Girgis,Shaw	5	0.2562972460	0.4874055081	[(('atpG', 'confers resistance to antibiotic', 'Ampicillin'), ['Liu'], 0.2562972459573383)]
atpG	confers no resistance to antibiotic	Erythromycin	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('atpG', 'confers resistance to antibiotic', 'Erythromycin'), ['Liu'], 0.2562972459573383)]
atpG	confers no resistance to antibiotic	Fusidic acid	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('atpG', 'confers resistance to antibiotic', 'Fusidic acid'), ['Liu'], 0.2562972459573383)]
atpG	confers no resistance to antibiotic	Gentamicins	0.6064225289	3	Nichols,Tamae,Girgis	4	0.2562972460	0.3501252830	[(('atpG', 'confers resistance to antibiotic', 'Gentamicins'), ['Liu'], 0.2562972459573383)]
atpG	confers no resistance to antibiotic	Metronidazole	0.2870794577	1	Tamae	2	0.2562972460	0.0307822117	[(('atpG', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2562972459573383)]
atpG	confers no resistance to antibiotic	Nitrofurantoin	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('atpG', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2562972459573383)]
atpG	confers no resistance to antibiotic	Rifampin	0.6430279200	4	Nichols,Tamae,Soo,Shaw	5	0.2562972460	0.3867306741	[(('atpG', 'confers resistance to antibiotic', 'Rifampin'), ['Liu'], 0.2562972459573383)]
atpG	confers resistance to antibiotic	Spectinomycin	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('atpG', 'confers no resistance to antibiotic', 'Spectinomycin'), ['Nichols'], 0.13188721148439436)]
